Sample1	Sample2	Distance	Species_2	Species_1	Comparison
Andreas169	NM17.37	0.971631206	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas169	NM17.23	0.932056711	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas169	NM17.23	0.932056711	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas169	NM17.28	0.934606907	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas169	NM17.28	0.934606907	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas169	NM17.6	0.96206156	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas169	NM17.6	0.96206156	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.28	0.930284028	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.28	0.930284028	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.5	0.975265018	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.5	0.975265018	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.34	0.897966939	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.34	0.897966939	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.27	0.951175407	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.27	0.951175407	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.6	0.966500356	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.6	0.966500356	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.9	0.908954101	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.9	0.908954101	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.31	0.905453859	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.31	0.905453859	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.29	0.932253314	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.29	0.932253314	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.43	0.920729438	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.43	0.920729438	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.35	0.903798904	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.35	0.903798904	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.19	0.942184935	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.19	0.942184935	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.36	0.952122855	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.36	0.952122855	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.25	0.954201226	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.25	0.954201226	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.20	0.895448486	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.20	0.895448486	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.23	0.933627505	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.23	0.933627505	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.11	0.932056711	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.11	0.932056711	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.37	0.974540311	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.37	0.974540311	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.38	0.915279596	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.38	0.915279596	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.30	0.980309423	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.30	0.980309423	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.40	0.936950147	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.40	0.936950147	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.42	0.93166329	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.42	0.93166329	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.18	0.866523354	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.18	0.866523354	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.41	0.901723158	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.41	0.901723158	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.14	0.916697796	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.14	0.916697796	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.13	0.907926944	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.13	0.907926944	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.4	0.917708528	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.4	0.917708528	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.2	0.9066918	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.2	0.9066918	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.21	0.934215362	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.21	0.934215362	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.15	0.937534347	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.15	0.937534347	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.22	0.935584511	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.22	0.935584511	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.12	0.922934076	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.12	0.922934076	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.24	0.896499239	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.24	0.896499239	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.39	0.931269578	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.39	0.931269578	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.32	0.930481283	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.32	0.930481283	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.1	0.934019482	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.1	0.934019482	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.3	0.906897851	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.3	0.906897851	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.7	0.941798942	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.7	0.941798942	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.8	0.9066918	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.8	0.9066918	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.10	0.941991974	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.10	0.941991974	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.17	0.866301798	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.17	0.866301798	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.26	0.946794988	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas170	NM17.26	0.946794988	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.4	0.92850545	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.4	0.92850545	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.19	0.944494995	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.19	0.944494995	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.14	0.925129726	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.14	0.925129726	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.26	0.951365033	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.26	0.951365033	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.39	0.929889299	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.39	0.929889299	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.3	0.908338039	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.3	0.908338039	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.29	0.934998164	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.29	0.934998164	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.17	0.8533017	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.17	0.8533017	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.40	0.935584511	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.40	0.935584511	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.22	0.984949247	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.22	0.984949247	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.38	0.9195231	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.38	0.9195231	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.35	0.90607318	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.35	0.90607318	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.41	0.90751554	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.41	0.90751554	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.9	0.9091593	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.9	0.9091593	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.2	0.908338039	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.2	0.908338039	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.42	0.950226244	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.42	0.950226244	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.1	0.944110686	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.1	0.944110686	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.24	0.907309721	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.24	0.907309721	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.28	0.940252147	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.28	0.940252147	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.27	0.958146219	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.27	0.958146219	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.13	0.910184141	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.13	0.910184141	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.15	0.946986202	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.15	0.946986202	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.10	0.953257535	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.10	0.953257535	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.6	0.970170455	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.6	0.970170455	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.7	0.950795948	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.7	0.950795948	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.32	0.935389134	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.32	0.935389134	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.31	0.90607318	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.31	0.90607318	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.25	0.958520381	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.25	0.958520381	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.11	0.940445744	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.11	0.940445744	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.30	0.985304409	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.30	0.985304409	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.5	0.979950756	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.5	0.979950756	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.8	0.915279596	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.8	0.915279596	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.12	0.934802571	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.12	0.934802571	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.20	0.903591682	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.20	0.903591682	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.23	0.935193685	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.23	0.935193685	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.43	0.933038999	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.43	0.933038999	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.37	0.974902793	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.37	0.974902793	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
Andreas171	NM17.21	0.941798942	Rana blairi (NM)	Ngäbe-Buglé leopard frog (Pan.)	Rana blairi (NM):Ngäbe-Buglé leopard frog (Pan.)
